Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
0,1,3,0,1,-0.4888090583454594,0.6753748004582221,1.700066049514746,12,1,0,1
1,0,1,0,0,1.1867748449340036,0.22410264633163782,0.9394906968315221,240,0,1,0
1,1,0,1,0,1.3152519728048897,-0.5442528055182513,0.5592030204899101,240,1,2,1
0,1,3,1,0,-1.3968934699983198,0.636609130830608,0.2589759075886376,60,0,0,0
1,0,0,0,0,1.026682926435203,0.032262281251393826,-0.4015237407941621,36,1,1,0
1,1,1,0,0,0.8376668377874595,-0.432925754279975,-0.12131176875297434,12,1,1,1
1,1,3,0,1,1.5789327797440906,0.6982366056232253,-0.5816600085349256,12,1,1,0
1,0,2,1,1,0.399768354834858,0.6594709359956112,-1.3222202203580646,12,0,1,1
0,1,2,1,1,-0.03342154227954351,0.22509663786055098,0.018794217267619522,36,0,2,1
1,0,0,0,1,1.1665951913417179,1.7190659058170623,1.0996118237122008,12,0,0,0
0,1,0,1,0,0.7165889162337448,1.3304152180120086,-1.3022050794979798,120,0,2,1
1,1,3,0,1,2.276476138917436,1.0073679711152246,1.3798237957533885,36,0,2,0
1,0,1,0,1,0.97892441293346,2.5629647138643534,1.199687528012625,240,1,0,1
1,0,0,0,1,0.16635702828408575,-0.13373430407710743,0.3790667527491466,120,0,2,0
0,1,3,0,1,-1.1735719702436904,-0.4498236102714991,0.3990818936092314,240,0,0,1
1,1,1,0,1,-0.5749089136725454,0.8672151655384661,-0.20137233219331369,12,1,0,1
0,0,0,1,1,-1.4372527771828914,-0.23909740614190464,0.038809358127704356,36,0,1,1
1,1,0,0,0,-0.20562125293371555,0.023316357491175197,-0.48158430423450144,120,0,2,1
0,1,3,0,0,0.9459643120660599,-0.9676931968352666,0.018794217267619522,36,0,2,1
1,1,0,0,1,0.007610420024770918,0.6147413171945181,0.11886992156804371,36,0,0,1
0,1,2,0,1,1.0421539941892888,-1.4507730798870726,1.8802023172555093,36,0,1,1
0,0,1,1,1,0.35200984133311497,-0.08403472763144838,0.5592030204899101,240,1,1,1
1,0,1,0,1,-0.3953099967012019,-0.0035214137894806954,-0.22138747305339854,36,1,1,0
0,0,2,0,1,0.09976417142954266,-0.42199184746193,-0.1012966278928895,12,1,0,1
1,0,3,1,0,0.4878861755211726,-1.7350546571562424,-0.7217659945555195,120,1,0,1
1,0,2,0,0,0.15155861564974285,-1.7420125978586347,-0.5616448676748408,60,1,2,1
1,0,2,0,1,0.16366640780511432,-0.7301292214250162,0.8994604151113523,36,1,2,1
1,1,1,0,0,-0.7645976574400318,0.5481438847573349,-0.5015994450945862,120,0,0,0
1,0,3,0,1,-0.4255794770896306,0.2986520110001264,-0.6216902902550953,240,0,2,1
1,1,0,1,1,2.289929241312293,-0.0045154053183938765,-0.6016751493950104,240,1,2,0
1,1,2,0,0,1.2506770813095753,-0.8673000524150352,-0.7417811354156043,36,1,2,0
1,1,2,0,0,-1.4755941190082342,0.351333562032525,1.1196269645722856,36,1,0,0
1,0,3,1,0,-2.3769519794636658,-1.776802301370596,0.13888506242812854,12,0,0,0
1,1,2,0,0,0.08832903439391405,-2.369221252602852,-0.30144803649373786,60,0,0,0
1,0,3,0,1,0.9130042111986598,-0.230151482381686,0.018794217267619522,36,1,0,0
0,1,0,1,0,-0.5130246426562023,-0.5313309156423799,0.19893048500838306,36,1,2,0
0,1,3,0,0,1.0421539941892888,1.0192958694621828,-0.7617962762756891,12,0,2,1
1,0,0,1,0,0.07151265640034257,0.16843912071249967,-1.402280783798404,240,0,0,1
1,1,3,0,1,-0.1531541535937725,1.6524684733798793,1.3197783731731338,60,0,2,1
1,1,2,1,1,0.7744372565316308,-0.5333188987002063,0.9795209785516917,240,0,2,0
1,1,0,0,1,-0.5251324348115738,0.4954623337249363,0.35905161188906176,36,1,2,1
1,1,2,0,0,-0.27826800586594436,-0.23909740614190464,0.8994604151113523,60,0,2,1
1,0,0,1,0,0.6876647460848019,1.3850847521022336,1.9002174581155942,36,0,1,1
1,1,3,0,0,-0.02064109500442918,-0.19138581275407196,-0.541629726814756,12,0,1,0
1,1,3,1,1,1.9374579585670348,0.861251216364987,-1.142083952617301,12,0,0,1
0,0,3,1,0,0.711207675275802,-1.0591404174952792,0.6592787247903343,240,1,0,1
1,1,1,1,0,0.6459601286607446,-0.4011180253547532,-1.4823413472387432,120,1,2,0
0,1,1,1,1,-0.038802783237486385,-0.0721068292844902,0.018794217267619522,240,0,1,1
1,1,0,0,0,0.8941698678458597,1.267793751690478,-0.30144803649373786,60,0,0,0
1,1,1,1,0,-0.3139187272123159,-2.171416938349129,0.6592787247903343,12,0,0,0
0,0,3,0,0,0.29617946639445764,-0.31861672845495914,-0.5015994450945862,240,1,1,0
1,1,1,0,0,-0.9132544389032037,-0.3524124404380073,1.17967238715254,12,1,0,1
0,0,1,1,1,1.060315682422346,-2.051143963350634,-0.7617962762756891,120,1,0,1
1,1,2,1,1,0.30425132783137193,-0.4498236102714991,0.699309006510504,240,1,1,1
1,1,0,0,1,2.0114500217387494,-1.519358495382082,-0.6817357128353498,12,1,2,0
0,1,0,1,0,2.425132920380608,-2.3036178116945822,0.5391878796298253,36,0,1,0
1,0,0,0,0,0.7811638077290594,-0.24903732143103646,-1.021993107456792,120,0,0,1
0,1,1,1,1,0.08025717295699974,-0.2828330334140846,-0.04125120531263499,36,1,1,1
1,1,3,0,0,-0.9435239192916324,-0.2311454739105992,1.3197783731731338,60,0,2,1
0,0,2,0,1,0.9244393482342884,0.26286831595925186,0.09885478070795888,120,1,0,0
0,0,0,1,1,0.2235327134622288,-0.8623300947704693,1.17967238715254,12,0,0,0
1,0,1,0,0,0.5544790323757157,1.7916272874277246,-0.04125120531263499,36,1,0,0
1,0,3,0,1,1.7565137313562056,-0.02141326130991796,-0.5216145859546711,60,0,2,1
0,1,2,1,1,-0.8204280323786891,1.2906555568554814,0.1589002032882134,36,0,0,0
1,1,2,1,1,-0.9213263003401181,-1.6575233179010143,0.5992333022100798,120,0,0,0
1,1,0,1,1,-0.22714621676548705,-0.8176004759693761,-1.9226744461606098,36,0,2,1
1,1,0,1,1,0.8396848031466881,0.6942606395075726,0.5191727387697405,36,1,1,1
0,0,3,1,1,0.5712954103692872,-0.21325362639016193,-0.9419325440164527,240,0,2,1
0,1,1,0,0,-0.8924021301911751,-1.0551644513796266,-1.2021293751975555,12,1,1,0
0,1,3,0,1,0.7744372565316308,-1.8155679709982102,0.5191727387697405,36,1,0,1
0,1,0,1,1,-1.2004781750334048,0.740978241366492,1.3197783731731338,240,1,2,1
0,1,3,0,0,-0.8338811347735463,0.6594709359956112,0.19893048500838306,12,0,2,0
0,0,1,0,0,-0.10539564009202948,0.25392239219903323,-1.3622505020782343,120,1,1,0
0,1,2,0,1,-0.5473300537630882,-0.4806373476678077,-0.6817357128353498,120,1,2,1
0,1,2,0,0,0.9089682804802026,-1.0949241125361537,-0.4215388816542469,240,0,1,1
0,1,2,0,0,0.3002153971129148,-0.040299100359268404,0.1789153441482982,240,1,1,0
1,0,2,1,1,1.79283710782232,-1.2957104013766163,-0.08128148703280466,120,0,1,1
0,0,0,1,0,-0.2379086986813728,-0.7350991790695821,0.47914245704957076,60,1,2,0
1,1,0,0,1,-0.11212219128945806,1.2658057686326518,0.9795209785516917,12,1,0,1
1,1,1,0,1,1.232515393076518,-1.8274958693451684,0.33903647102897694,12,0,2,0
1,1,1,1,1,-0.08050740066154367,0.6853147157473539,0.8794452742512675,240,1,1,0
0,0,1,1,1,1.5190664740869761,1.497405794869423,-0.28143289563365304,12,0,0,1
0,1,1,1,0,0.5571696528546871,0.8234795382662861,3.281262177461448,60,1,2,0
0,1,3,1,1,-2.362826221949066,0.40799107918057637,0.5391878796298253,12,0,0,1
0,1,1,0,0,1.199555292209118,-0.44882961874258587,0.6792938656504192,240,0,0,0
1,0,2,1,0,0.9325112096712027,-0.6297360770047848,1.7400963312349156,36,0,0,1
0,1,2,1,1,0.9708525514965457,-2.2221105063237014,0.07883963984787404,36,1,1,1
0,1,2,0,1,-1.9168558775595501,0.04916013724291791,-0.6617205719752649,240,1,1,1
0,0,3,1,0,-0.6576454934009172,-0.3881961354788818,1.299763232313049,36,1,0,0
0,0,1,1,1,-0.5829807751094597,-0.6824176280371835,1.3598086548933037,12,0,0,0
0,1,2,1,1,-0.8372444103722606,-0.008491371434046602,0.13888506242812854,240,1,1,1
1,0,2,1,1,1.768621523511577,0.07400992546574744,1.7400963312349156,240,1,1,1
0,1,2,1,0,-0.00046144141214339606,-0.6197961617156531,-0.1012966278928895,240,1,1,1
1,0,2,0,0,-0.0253496808426292,1.6156907868100916,0.9194755559714372,36,0,1,0
0,0,0,0,0,0.5686047898903157,0.7379962667797525,1.4999146409138975,120,1,1,1
1,1,1,0,0,0.5854211678838872,0.9029988605793406,0.07883963984787404,36,1,1,0
0,1,1,0,1,-3.3529745582105552,-0.09099266833384065,0.4391121753294011,240,0,2,1
0,1,3,0,1,-0.6408291154073457,0.5203121219477658,1.0195512602718615,12,1,1,0
1,0,0,1,0,-1.414382503111634,-0.8782339592330802,-0.3815085999340772,120,1,0,1
1,1,3,1,0,0.41523942258894375,0.674380808929309,-0.8218416988559436,240,0,2,1
1,1,2,1,0,-0.28028597122517296,-0.19138581275407196,1.3197783731731338,36,0,1,1
0,1,3,1,0,0.027117418497313844,-1.003476891876141,0.29900618930880724,60,1,1,1
1,1,2,1,0,-2.085692312615008,-0.010479354491872964,-0.5216145859546711,240,0,1,1
0,1,2,1,1,-0.3011382799372016,-0.2788570672984319,0.07883963984787404,12,1,1,0
0,0,1,1,0,1.1363257109532892,2.3214247723384505,0.49915759790965564,60,0,0,0
1,1,1,1,0,1.433639273879633,0.44476876575036406,-1.5824170515391676,60,1,0,1
1,1,1,1,1,0.7367685698260306,1.5818950748270435,0.699309006510504,36,0,2,0
0,0,1,1,1,-1.3363545092214624,1.136586869873938,0.3990818936092314,36,1,0,1
0,1,1,1,1,1.2822918719374896,0.04916013724291791,1.6400206269344912,120,0,1,0
1,1,0,1,0,0.7421498107839735,-0.4289497881643223,-0.22138747305339854,240,1,1,0
1,1,1,1,1,-0.10674095033151519,-1.7181568011647184,1.3598086548933037,120,0,2,0
1,1,3,0,0,-2.031879903035579,-0.8533841710102507,-0.06126634617271983,120,1,2,1
0,1,2,1,0,0.9735431719755171,0.6704048428136562,0.11886992156804371,60,0,1,0
0,0,1,0,1,-0.586344050708174,-0.2887969825875637,0.2789910484487224,36,1,0,1
0,0,0,1,0,0.36075435788977217,0.3851292740155732,2.080353725856358,60,1,2,1
0,0,3,1,0,0.08025717295699974,-2.005420353020628,-1.2421596569177253,240,1,2,0
0,1,3,1,1,1.563461711990005,0.4626606132708013,0.47914245704957076,120,1,0,0
0,0,2,0,1,-0.11548546688817236,1.1017971663619768,0.038809358127704356,120,1,2,1
1,1,3,0,1,-0.0038247170108576937,-1.7529465046766797,-0.04125120531263499,240,0,0,0
0,1,3,1,1,1.6038210191745765,0.38115330789992047,0.5792181613499949,120,1,1,1
0,1,3,1,1,-0.652936907562717,1.3473130740035326,1.0996118237122008,36,0,0,0
0,0,3,1,1,0.8329582519492595,1.6822882192472748,0.5191727387697405,36,0,2,0
1,0,0,1,1,-0.18880487494014406,-0.48858927989911316,1.2197026688727097,120,0,1,1
0,0,2,0,1,-1.0000269493500327,0.7867018516964984,-0.2614177547735682,240,1,2,1
0,1,1,0,1,0.012319005862970933,1.4327963454900663,-0.06126634617271983,60,1,0,0
1,0,3,1,1,0.7091897099165734,0.4109730537673159,-1.021993107456792,120,0,2,1
0,1,0,0,0,1.377136243821233,1.2896615653265682,1.9802780215559337,12,0,2,0
0,0,2,0,0,1.4995594756144333,-0.02340124436774432,-0.20137233219331369,36,1,0,1
0,0,1,1,0,-0.28633986730285865,0.4040151130649236,-0.30144803649373786,12,1,1,0
0,1,2,1,1,-0.9845558815959469,-0.6058802803108685,0.5992333022100798,12,1,1,1
0,1,0,1,0,-0.3105554516136016,-0.1516261515975447,1.0996118237122008,12,1,2,1
1,0,0,0,0,-1.1809711765608617,0.4427807826925377,-0.7017508536954347,120,0,0,1
1,0,0,1,0,-0.20831187341268698,-0.6804296449793571,1.17967238715254,120,1,2,0
1,0,3,0,0,-0.33342572568485884,-0.2102716518034224,-0.32146317735382274,12,1,1,1
0,1,0,1,0,0.7455130863826878,0.7678160126471479,1.4198540774735582,120,0,0,1
0,1,1,1,1,-2.214169440485894,2.0520530680029783,-0.5616448676748408,12,1,2,0
0,0,3,0,1,-0.7289469360936602,-2.0243061920699783,0.7193241473705888,12,0,2,0
1,0,2,0,1,-0.7208750746567459,1.9765097118055763,0.038809358127704356,60,0,0,1
0,1,1,0,0,1.208972463885518,-0.24605534684429692,-1.142083952617301,60,0,2,0
0,0,3,0,0,-1.1123603543470901,0.9705902845454369,-1.4222959246584888,60,0,1,0
1,1,0,0,1,0.23967643633605745,1.1664066157413335,-0.7617962762756891,240,1,0,1
0,1,2,0,1,-0.1181760873671438,1.5669852018933457,0.9795209785516917,36,0,2,0
1,1,0,1,1,1.0636789580210604,-0.7112433823756658,-1.9627047278807794,120,1,1,0
1,1,1,0,0,0.6123273726736016,-0.21225963486124877,0.31902133016889206,60,1,1,0
1,1,1,0,1,0.13339692741668563,-0.04129309188818158,0.23896076672855274,36,0,1,1
0,1,3,1,1,-0.5486753640025739,-0.34346651667778866,-1.7025078966996765,36,1,2,0
0,0,1,0,1,-1.8576622270221785,1.322463285780703,-0.8018265579958588,120,1,2,0
0,1,2,0,1,0.2605287450480861,-0.06415489705318475,-0.8018265579958588,240,0,0,1
0,1,3,1,1,0.5464071709388014,-1.5968898346373102,0.038809358127704356,12,1,0,1
0,0,2,1,0,-1.5778376972091488,-0.6178081786578267,1.4598843591937278,60,1,0,0
0,1,0,1,0,-1.233438275900805,-1.557130173480783,1.0595815419920311,240,1,0,1
0,0,2,0,1,0.26590998600602894,-0.2152416094479883,-0.3815085999340772,120,0,0,0
1,1,2,1,0,0.3533551515726007,0.680344758102788,-0.8418568397160285,240,0,1,1
0,0,1,0,1,-0.9879191571946612,-0.6386820007650035,-1.5624019106790827,36,1,0,0
1,0,0,1,1,-0.5681823624751168,-0.38919012700779504,-0.3815085999340772,240,0,1,0
0,1,1,0,0,-1.8415185041483497,-0.26096521977799464,-0.901902262296283,60,0,2,1
0,1,0,1,0,1.400679173012233,0.15154126472097557,-0.04125120531263499,240,1,0,1
0,1,0,1,0,-1.300031132755348,0.5252820795923318,-0.0012209235924653162,240,1,1,1
1,1,2,1,0,0.5585149630941728,0.8145336145060674,-0.48158430423450144,36,1,2,0
1,0,1,0,1,-0.024004370603143477,2.253833348372354,-0.46156916337441656,240,0,0,0
1,0,2,0,0,1.3125613523259183,0.1346434087294515,-0.7017508536954347,36,1,0,1
1,0,2,1,1,-0.7881405866310318,0.7429662244243184,-0.5216145859546711,60,1,2,1
0,1,2,1,1,0.07285796663982828,-1.5660760972410017,1.4198540774735582,60,0,0,1
1,0,0,1,1,-1.7022788943615779,-0.3653343303138787,0.49915759790965564,12,1,2,0
0,1,1,1,1,-1.9444347374690074,-0.25698925366234193,0.5191727387697405,12,1,0,0
0,1,1,0,1,0.6130000277933445,-0.9995009257604883,0.9995361194117766,36,1,2,0
1,0,2,1,0,-1.7897240599281496,-0.5203970088243349,0.9194755559714372,12,0,1,0
1,1,0,1,1,-0.21907435532857272,-0.09496863444949337,1.4198540774735582,12,1,1,0
1,0,1,0,0,1.031391512273403,-0.4895832714280263,0.5792181613499949,120,1,2,1
1,1,3,0,1,0.7650200848552307,2.5977544173763145,0.19893048500838306,12,0,2,1
1,0,1,1,0,-0.6589908036404029,0.521306113476679,-0.6016751493950104,240,0,1,0
1,1,2,1,0,-1.591290799604006,2.0013595000284057,-0.8418568397160285,60,1,1,1
1,0,3,0,1,0.5255548622267727,1.4954178118115966,0.8794452742512675,12,0,1,1
1,0,0,0,1,1.3657011067856042,-0.6237721278313058,-0.12131176875297434,36,0,1,1
0,1,3,1,0,-0.6569728382811743,0.04916013724291791,-1.3622505020782343,120,1,0,1
1,1,3,0,1,-0.7989030685469176,-0.42000386440410364,-2.1028107139013734,120,1,1,0
1,0,2,0,1,-0.5184058836141452,-0.14864417701080515,2.1403991484366123,60,0,1,1
0,1,1,1,0,0.5881117883628587,-0.9587472730750479,-1.0019779665967072,60,0,0,0
1,1,0,1,0,1.2506770813095753,-0.4269618051064959,-0.7017508536954347,36,1,0,1
0,1,3,0,1,-1.2394921719784906,0.3692254095529623,1.2197026688727097,36,0,0,1
0,0,2,1,1,-1.5004823584387201,0.34338162980121956,-1.2221445160576403,36,1,1,1
1,0,1,1,1,2.371993165920922,0.2638623074881651,0.5191727387697405,120,0,2,1
0,1,3,1,1,-0.16727991110837254,-0.04725704106166067,1.8201568946752549,120,1,1,0
0,1,2,1,0,0.26658264112577185,0.8672151655384661,2.1003688667164426,36,0,2,1
0,0,2,1,0,-0.68656966354986,-0.24406736378647056,-0.46156916337441656,12,0,0,1
0,1,2,0,1,0.5053752086344869,1.3950246673913653,-0.021236064452550153,12,0,0,1
1,0,0,0,0,0.9802697231729457,-1.8245138947584287,-0.4015237407941621,36,0,0,0
0,1,1,1,0,0.313668499507772,0.6644408936401771,-0.021236064452550153,36,1,1,0
1,1,3,1,0,1.7679488683918343,0.49745031678276264,1.2797480914529642,120,1,2,0
0,1,1,1,0,-0.31862731305051595,-0.6585618313432672,-1.402280783798404,12,0,1,1
0,0,1,0,0,-0.2540524215552014,-0.34147853361996233,0.6392635839302495,60,1,1,0
0,0,3,0,0,0.24505767729400033,0.4735945200888463,-0.20137233219331369,60,0,0,1
0,0,1,0,0,0.48048696920400114,0.921884699628691,1.3598086548933037,240,1,0,0
1,0,0,0,1,0.24102174657554315,-1.7271027249249369,1.299763232313049,60,1,0,1
1,1,3,1,1,-1.284560065001262,0.636609130830608,-0.4215388816542469,12,1,0,1
0,1,3,1,0,0.32644894678288633,-0.4428656695691068,-0.12131176875297434,120,0,0,0
0,0,2,0,0,-0.366385826552259,1.130622920700459,0.8794452742512675,12,0,0,0
1,1,1,0,0,-0.5749089136725454,-1.8165619625271232,0.9795209785516917,12,0,1,0
0,1,3,1,0,0.04393379649088533,2.442691738865858,-2.483098390242985,60,0,1,1
0,0,3,1,0,-0.9589949870457182,-0.8692880354728616,0.8794452742512675,36,0,2,0
0,1,0,1,1,-1.1345579732986044,1.4327963454900663,1.6400206269344912,240,0,1,1
1,1,2,1,0,-2.6278523391277524,-0.057196956350792486,0.23896076672855274,60,0,0,1
1,0,3,1,1,1.77400276446952,-0.8016966115067652,0.9394906968315221,60,1,0,0
1,1,0,0,1,0.57196806548903,0.27579020583512326,1.2597329505928794,60,1,2,1
0,1,3,1,0,-0.10674095033151519,1.0351997339247938,0.21894562586846789,240,1,0,0
0,1,3,0,0,-0.6616814241193743,-1.5312863937290402,0.7993847108109282,120,1,2,0
1,0,3,0,0,-2.8908604909472104,0.7091705124412703,-0.0012209235924653162,60,0,2,0
1,0,0,1,1,-0.7235656951357173,-0.0005394392027411516,-0.06126634617271983,120,1,0,1
1,1,1,0,1,0.7334052942273163,0.5859155628560357,-0.6817357128353498,120,0,1,0
1,1,3,0,1,0.9621080349398885,0.022322365962262017,0.1589002032882134,12,0,1,1
0,1,3,1,0,0.6594132310556018,-0.5561807038652095,1.8802023172555093,36,1,1,0
1,0,1,0,0,0.17106561412228577,-1.0949241125361537,-0.9219174031563678,240,1,2,0
0,0,3,1,0,1.3266871098405184,0.680344758102788,0.5992333022100798,36,0,1,0
1,0,2,1,0,-0.31997262329000165,0.6753748004582221,0.31902133016889206,120,1,2,1
0,1,3,0,0,1.1060562305648605,0.6704048428136562,1.4598843591937278,120,1,2,0
1,1,2,1,0,-0.37647565334840183,0.4368168335190586,1.6600357677945763,240,0,0,0
1,1,1,1,1,-0.8776037175568322,0.9507104539671734,-0.9419325440164527,36,1,0,1
1,1,0,0,1,-1.003390224948747,1.409934540325063,-0.5816600085349256,12,0,1,0
1,1,1,1,0,-1.0625838754861185,-1.853339649096911,-0.5216145859546711,36,1,0,0
0,0,3,0,0,0.6762296090491733,-2.314551718512627,-0.5015994450945862,60,0,1,1
1,1,2,0,1,-0.7383641077700602,1.7190659058170623,-0.4015237407941621,36,1,2,1
0,1,0,1,1,-1.030969084858204,-1.321554181128359,0.33903647102897694,120,1,0,0
0,1,3,0,1,0.7313873288680878,-1.0680863412554977,-0.8618719805761134,240,0,1,0
0,0,0,1,0,0.3419200145369721,-0.273887109653866,-0.7217659945555195,60,1,0,1
0,1,0,0,1,0.9822876885321743,-1.6316795381492715,-0.8018265579958588,120,0,0,0
1,0,3,1,1,0.5282454827057441,-0.367322313371705,0.47914245704957076,36,1,2,0
0,0,1,1,1,-0.7484539345662031,-0.9309155102654788,-0.08128148703280466,240,1,0,1
0,0,3,0,1,0.08832903439391405,-0.2202115670925542,-0.2614177547735682,60,0,1,1
0,0,3,0,1,0.1374328581351428,0.28970608723990776,-0.8618719805761134,36,0,0,0
1,0,1,1,0,-0.9159450593821752,-0.32955063527300416,-1.6224473332593372,60,0,2,1
1,1,2,1,0,-1.1029431826706901,-0.3802442032475764,1.6200054860744064,12,0,2,1
1,1,3,0,1,-0.6758071816339744,0.2678382736038178,-0.30144803649373786,12,0,2,1
1,0,0,1,0,2.065935086437921,1.0501096068584914,2.700823092518988,240,0,1,1
0,0,3,1,0,-0.4053998234973448,1.6047568799920466,0.7593544290907585,12,0,2,0
0,0,3,0,1,1.2553856671477752,-0.2053016941588565,1.8201568946752549,120,1,2,0
1,1,0,0,0,-0.46123019843600216,1.825422999410773,0.9795209785516917,36,1,1,0
